customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
9701-KVSCM,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,121.31,5423.66,Yes,2023-02-25
3556-VRIIW,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),156.45,3643.42,Yes,2023-02-25
3615-CVMTV,Male,0,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),123.51,4764.1,No,2023-02-25
3437-RZZVP,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,141.5,2807.69,Yes,2023-02-25
2950-QLKIO,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,119.96,5192.05,No,2023-02-25
3126-QXBFA,Female,0,No,Yes,29,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.22,2898.54,Yes,2023-02-25
6909-HFAOJ,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),123.29,6350.98,No,2023-02-25
6491-BMUMD,Female,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),105.51,6276.32,Yes,2023-02-25
2439-WTLJB,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),51.37,1555.31,No,2023-02-25
9815-NGIWV,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,128.58,4186.36,No,2023-02-25
1505-ICDBF,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),166.66,3729.32,Yes,2023-02-26
4709-JPJDS,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),124.88,4896.46,Yes,2023-02-26
7777-CKFGO,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.83,1750.33,Yes,2023-02-26
6336-USBXU,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,158.14,3147.68,Yes,2023-02-26
9607-FKMLS,Male,0,Yes,No,36,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,103.37,3762.8,No,2023-02-26
1521-UUKUI,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,140.52,1832.48,Yes,2023-02-26
9720-EHSFD,Female,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),54.57,2404.45,Yes,2023-02-26
9991-ASWSW,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,132.75,3871.36,Yes,2023-02-26
6715-XKKZI,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),159.72,2449.86,Yes,2023-02-26
3087-EDLVB,Male,1,Yes,Yes,40,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),133.6,5476.66,Yes,2023-02-26
1827-LDPFW,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,172.08,6507.41,Yes,2023-02-26
1507-YFEVR,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),114.45,5447.39,Yes,2023-02-26
8573-FHXNU,Male,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.22,5873.29,Yes,2023-02-26
2203-GBLUX,Male,1,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),143.07,7211.68,Yes,2023-02-26
7208-XPFKP,Male,1,Yes,No,21,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.93,2250.87,No,2023-02-26
3194-URXOZ,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.69,1303.75,Yes,2023-02-26
7296-HRWXW,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,114.42,1473.04,Yes,2023-02-26
5933-OGYRZ,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),65.47,1588.76,No,2023-02-26
3727-CGFUR,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,111.04,1245.24,No,2023-02-26
4895-JOCDS,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,62.64,4113.26,No,2023-02-26
7648-GLPMS,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.57,3590.38,Yes,2023-02-26
4371-KHSPK,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,124.77,6366.57,No,2023-02-26
3104-ZOZTN,Female,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.97,2681.1,Yes,2023-02-26
9733-RZBBO,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),153.25,2319.57,Yes,2023-02-26
8157-VXFAB,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,178.05,6169.84,Yes,2023-02-27
8579-COAWS,Female,0,No,Yes,10,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,121.64,1227.79,Yes,2023-02-27
2303-BIVLK,Male,0,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.5,723.55,Yes,2023-02-27
7296-JDMVK,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,146.82,4900.1,Yes,2023-02-27
8014-RKJEY,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.82,2019.65,Yes,2023-02-27
9869-TISNV,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,143.44,3356.08,Yes,2023-02-27
1924-HAXBR,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.39,2977.59,No,2023-02-27
9881-DMFSA,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),134.6,4677.08,Yes,2023-02-27
2653-APVUO,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,45.94,1079.29,Yes,2023-02-27
7609-AFZFA,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,122.8,2118.93,Yes,2023-02-27
4800-SKASH,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),180.41,5812.43,Yes,2023-02-27
7957-ZZVPW,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,136.24,2934.74,No,2023-02-27
5037-KCZXL,Female,1,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),110.49,4190.38,No,2023-02-27
1781-IAXDM,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,74.47,4711.41,Yes,2023-02-27
3152-GAGIE,Female,0,Yes,No,41,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,131.46,5350.51,Yes,2023-02-27
8173-UZTZU,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61.65,2864.74,Yes,2023-02-27
2699-KYBQZ,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.11,2923.86,Yes,2023-02-27
5440-OHHQG,Female,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),134.96,2490.92,Yes,2023-02-27
3680-FEAXM,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),170.62,6033.55,No,2023-02-27
7838-NCWWU,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,180.16,6247.1,Yes,2023-02-27
9621-BTOSK,Female,1,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),163.19,8028.37,Yes,2023-02-27
8102-TMNCJ,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),106.55,6638.07,Yes,2023-02-27
7267-QGXDL,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),159.98,9722.36,Yes,2023-02-28
7032-JYYBQ,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,103.02,3210.48,Yes,2023-02-28
8714-VGTQG,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,159.37,3428.54,Yes,2023-02-28
9952-ASTRO,Male,1,Yes,No,51,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,147.07,7534.89,No,2023-02-28
8928-WHPJK,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.02,841.74,Yes,2023-02-28
6106-HTDZX,Male,1,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,160.28,4267.74,No,2023-02-28
7348-HPVGW,Male,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.51,2093.88,Yes,2023-02-28
1537-UCPEK,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Electronic check,146.99,3125.7,Yes,2023-02-28
4328-AGNAF,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,142.59,4223.64,No,2023-02-28
1158-MRJFL,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,162.03,8790.31,Yes,2023-02-28
3484-PKRYK,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),163.79,3989.11,Yes,2023-02-28
5997-LXJOF,Female,0,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,129.97,7432.85,Yes,2023-02-28
9865-MJWOF,Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.42,5235.53,No,2023-02-28
4890-POXXB,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,169.69,5638.49,Yes,2023-02-28
1588-IQTQR,Male,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,106.8,5140.11,No,2023-02-28
7934-LNZMC,Male,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.58,1436.73,Yes,2023-02-28
9263-XKPMV,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),135.79,3602.33,No,2023-02-28
1968-PQFGE,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,130.73,4570.99,Yes,2023-02-28
9055-RTWJI,Female,0,Yes,No,22,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.39,2272.19,No,2023-02-28
2806-MDNOR,Female,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,122.13,1605.2,Yes,2023-02-28
7609-GDBFM,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.87,1765.85,No,2023-02-28
1828-DUUUE,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,39.87,1153.79,Yes,2023-02-28
7024-JIXGC,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,176.13,2925.58,Yes,2023-02-28
8548-MNANP,Female,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),64.33,1646.52,Yes,2023-02-28
1495-WAUCT,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),160.8,2819.38,Yes,2023-02-28
1732-PJCLN,Male,0,No,Yes,15,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.77,1712.51,Yes,2023-02-28
1599-GXKZQ,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,116.84,1952.26,Yes,2023-02-28
3192-ZCWEN,Female,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.51,503.27,Yes,2023-02-28
9136-ZFRHD,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),108.15,4176.01,No,2023-02-28
6110-PGCPY,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,140.96,3664.39,No,2023-03-01
9680-MCCHM,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,140.6,861.42,Yes,2023-03-01
2179-VNZYP,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.42,657.31,No,2023-03-01
2130-EJNRG,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),154.68,3256.71,Yes,2023-03-01
4817-XDIYM,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),148.61,7959.2,No,2023-03-01
2194-LJQAE,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,107.49,211.76,Yes,2023-03-01
3725-PQWLJ,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),62.75,1006.36,Yes,2023-03-01
7439-PSDFI,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),141.29,1590.91,No,2023-03-01
2702-RGDQO,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),154.73,6157.54,Yes,2023-03-01
8443-LYFBH,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),137.63,1379.38,No,2023-03-01
4989-XTGNQ,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,136.54,2704.03,Yes,2023-03-01
2110-CZPBT,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,121.47,5562.23,Yes,2023-03-01
1725-CXARY,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.9,903.05,Yes,2023-03-01
8906-YJPHB,Male,1,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),152.08,5793.62,No,2023-03-01
3774-PMKQC,Female,1,Yes,No,17,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,125.14,2090.69,Yes,2023-03-01
8207-XMUOC,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,133.03,1725.02,Yes,2023-03-01
2376-YNMVH,Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,146.7,4958.84,No,2023-03-01
1268-CSYRD,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.44,2638.41,No,2023-03-01
1647-HARIM,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,149.11,1972.16,Yes,2023-03-01
3274-RTELE,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,183.07,4631.09,Yes,2023-03-02
9784-CJUYQ,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),136.53,3622.39,No,2023-03-02
8141-WJXCA,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),169.52,1998.0,Yes,2023-03-02
7288-MBTZT,Male,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,161.13,5587.92,Yes,2023-03-02
3077-RMLBN,Male,0,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,113.55,4420.44,Yes,2023-03-02
1406-AJHHV,Female,0,Yes,No,45,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,145.96,6586.84,Yes,2023-03-02
2003-EPLXO,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,167.36,2118.94,Yes,2023-03-02
1390-ZYBRZ,Female,0,Yes,Yes,63,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,109.93,6722.62,Yes,2023-03-02
2746-UFUSM,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,171.83,4534.85,Yes,2023-03-02
2970-LIRKS,Female,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.72,1249.46,No,2023-03-02
5147-ENLBL,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,111.6,3821.5,Yes,2023-03-02
4765-ROZPR,Female,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),55.77,2119.38,No,2023-03-02
9648-URCXP,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,159.04,2727.45,No,2023-03-02
2444-HIYGQ,Female,0,No,No,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,130.8,8657.83,Yes,2023-03-02
4455-CCHNK,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),50.1,1300.6,Yes,2023-03-02
6512-MNOKZ,Female,1,Yes,No,66,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),148.15,9789.74,Yes,2023-03-02
8499-SZODW,Male,0,No,No,41,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),84.17,3456.36,No,2023-03-02
5260-JSNBV,Male,0,Yes,No,43,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,137.11,5761.93,Yes,2023-03-02
8647-XJSJS,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),166.68,3564.94,Yes,2023-03-02
3458-XAPVN,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),146.44,1864.92,Yes,2023-03-02
3638-PWVOF,Male,0,No,No,49,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),100.38,4831.31,No,2023-03-02
9844-RNXEM,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),151.94,4517.3,Yes,2023-03-02
5796-CGOVZ,Male,0,No,No,34,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,111.25,3888.77,Yes,2023-03-02
3685-JTHZR,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,162.66,6998.12,Yes,2023-03-02
6120-AVZHS,Male,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),147.41,6910.15,Yes,2023-03-02
5508-KSCKL,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),138.69,3420.25,No,2023-03-02
3529-QBWRP,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,102.13,2294.92,Yes,2023-03-02
9989-IGNVY,Female,0,Yes,No,40,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,105.2,4274.58,Yes,2023-03-02
6667-FKKDF,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),173.13,7060.72,Yes,2023-03-02
6963-GFLEA,Female,1,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,142.82,3333.21,Yes,2023-03-02
1129-OHSEE,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),148.48,4404.27,Yes,2023-03-02
5225-HQFWW,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,151.42,1848.59,Yes,2023-03-02
5978-AUOPZ,Female,0,No,No,25,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,136.1,3480.06,Yes,2023-03-02
5063-HTECD,Female,1,No,Yes,58,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,137.24,7799.42,Yes,2023-03-02
9505-PVSBJ,Male,1,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),151.64,6137.98,No,2023-03-02
9188-ODVXJ,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),162.03,7190.52,Yes,2023-03-02
3706-XNVZK,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,141.71,2622.98,No,2023-03-02
5300-BSALU,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),137.85,1415.85,No,2023-03-03
3525-JPJCC,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,145.94,8692.95,No,2023-03-03
9172-QWXGZ,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),145.54,3680.2,Yes,2023-03-03
6996-JOEVJ,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.6,1766.58,Yes,2023-03-03
1378-DDOWC,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),144.33,4516.56,No,2023-03-03
1119-SSTGT,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),128.39,2936.22,No,2023-03-03
5020-XGNVU,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,134.91,2279.46,Yes,2023-03-03
7358-MLBZI,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),170.22,1874.43,Yes,2023-03-03
9137-PRVDY,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.24,1594.5,Yes,2023-03-03
9759-QMYJH,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,170.03,4308.53,Yes,2023-03-03
3587-KDJKC,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,176.87,2839.49,Yes,2023-03-03
6218-BYZFL,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),118.14,3250.21,Yes,2023-03-03
4552-YQSDW,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),138.45,8086.14,Yes,2023-03-03
9970-YJTCB,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),131.74,8394.1,Yes,2023-03-03
