customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RecordDate
5334-IYSQI,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,162.1,6966.59,Yes,2024-09-08
3804-SNXAP,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.58,1361.06,Yes,2024-09-08
5965-YPRPF,Female,0,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,56.39,954.37,Yes,2024-09-08
3304-ICYCT,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.55,2672.8,No,2024-09-08
2903-NJEHR,Male,1,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),138.51,6725.77,No,2024-09-08
1521-YWISM,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,127.49,6237.92,Yes,2024-09-08
9180-LBVEW,Female,1,Yes,No,51,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,124.03,6242.77,Yes,2024-09-08
1641-FRBUO,Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.04,278.58,Yes,2024-09-08
4955-MHKVH,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,174.85,3653.64,Yes,2024-09-08
5690-VPCSK,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),56.94,2511.91,Yes,2024-09-08
6346-YUINV,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,125.6,905.2,Yes,2024-09-08
7897-LIVSE,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),128.87,4672.81,Yes,2024-09-09
9510-ZXXXA,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.27,1464.49,No,2024-09-09
9089-WJYGJ,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),45.53,1733.68,No,2024-09-09
1217-DBQCB,Female,1,No,Yes,58,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,135.57,8080.9,Yes,2024-09-09
9713-LNVJV,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),149.25,4428.51,No,2024-09-09
2092-NXRNA,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.15,793.7,Yes,2024-09-09
6395-GANND,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,175.12,2606.33,Yes,2024-09-09
6681-FXTIS,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,150.91,1974.85,No,2024-09-09
5000-DKVCF,Male,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,164.52,1134.03,Yes,2024-09-09
8474-QICDS,Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),162.28,2863.79,Yes,2024-09-09
5755-NCLFB,Female,0,Yes,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,76.83,3914.62,Yes,2024-09-09
2111-ZJRLD,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,91.5,365.6,Yes,2024-09-09
4235-ZDYNO,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,159.01,6463.57,Yes,2024-09-09
3204-TUKXV,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,135.96,798.09,Yes,2024-09-09
7777-NYOSR,Male,0,No,No,25,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,152.27,3817.39,No,2024-09-09
3153-RHDWQ,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,165.88,5792.38,Yes,2024-09-09
8939-FRAVK,Male,1,No,No,24,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,118.2,2918.97,Yes,2024-09-09
6401-PDFGU,Male,0,No,Yes,26,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),96.21,2434.29,Yes,2024-09-09
9786-XJKGF,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,153.57,3608.45,Yes,2024-09-09
9424-OKGRV,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),175.27,3095.77,Yes,2024-09-09
3447-VVORK,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),132.57,6978.72,Yes,2024-09-09
2387-LMZWH,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),140.92,3775.43,No,2024-09-09
6821-AWICE,Female,0,Yes,No,54,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,75.94,4221.4,No,2024-09-09
1480-JELME,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.5,488.86,Yes,2024-09-09
2062-EGRXD,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.16,1145.9,No,2024-09-09
1480-UPYXX,Male,1,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.5,413.08,Yes,2024-09-09
8960-DWCIO,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),144.35,7143.93,No,2024-09-09
5138-RQWEJ,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59.53,1687.82,Yes,2024-09-09
8469-GWEDO,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),129.25,2908.5,No,2024-09-09
9647-PJVNB,Male,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,62.57,1930.48,Yes,2024-09-09
5833-TIDGQ,Female,0,No,Yes,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,125.01,4394.11,Yes,2024-09-09
5635-OWBOB,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.94,663.76,Yes,2024-09-09
1237-YQIOC,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),185.83,9867.01,Yes,2024-09-09
9705-ZSMUH,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),145.59,3621.45,Yes,2024-09-09
8592-LBZPJ,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,166.98,2059.36,No,2024-09-09
4712-ECLIA,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),165.88,1336.68,Yes,2024-09-10
8625-GRDJQ,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),145.35,2976.91,Yes,2024-09-10
1714-ERSHV,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.73,1393.01,Yes,2024-09-10
9144-NXIGW,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),111.68,5465.0,No,2024-09-10
5724-RBQBS,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,49.06,2353.58,Yes,2024-09-10
9444-ZPTDA,Male,1,Yes,No,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),139.44,1092.83,Yes,2024-09-10
2003-AMXLG,Male,1,Yes,Yes,36,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),114.2,4117.88,No,2024-09-10
8233-EGDCJ,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),53.01,625.24,No,2024-09-10
3884-WQQND,Female,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),120.31,5937.43,No,2024-09-10
6654-ZQULF,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,141.43,7420.2,Yes,2024-09-10
8786-WOCMD,Male,0,Yes,No,40,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),96.91,3989.6,Yes,2024-09-10
9284-DQTBB,Female,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.81,3389.23,Yes,2024-09-10
5205-CFSLW,Male,0,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.7,1069.9,Yes,2024-09-10
3791-WRBLY,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,152.92,763.6,Yes,2024-09-10
8743-FPUKC,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),140.8,3451.06,Yes,2024-09-10
7831-WMVZC,Female,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.91,1432.88,No,2024-09-10
5638-RUZEQ,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.14,5566.68,Yes,2024-09-10
2746-FHRRU,Female,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,125.36,2310.44,Yes,2024-09-10
4899-MPOPG,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,157.28,2680.76,No,2024-09-10
9682-ZWJJW,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,147.86,5732.67,No,2024-09-10
5267-URFLJ,Female,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,148.39,3750.12,Yes,2024-09-10
6422-ROHOW,Male,1,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,172.77,5300.31,Yes,2024-09-10
2449-PYDGG,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,164.24,5992.94,No,2024-09-10
7077-TKWMZ,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,119.38,2451.71,No,2024-09-10
5797-PPHXP,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,147.55,3588.48,Yes,2024-09-10
8395-ATPIS,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,140.04,2337.02,Yes,2024-09-10
6410-YVBVU,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),164.99,1523.09,Yes,2024-09-10
6779-UJOYO,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,127.4,3209.42,No,2024-09-10
6686-KEIQK,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,127.39,1370.6,Yes,2024-09-10
8628-XVIHY,Female,0,Yes,No,36,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,120.3,4387.32,Yes,2024-09-10
7117-EWGAA,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),161.09,3148.73,Yes,2024-09-10
5974-ZQDAR,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,106.21,5666.54,Yes,2024-09-11
1795-YLNEW,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),144.85,3414.63,Yes,2024-09-11
1317-NNFXZ,Male,0,No,No,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),145.52,6733.57,Yes,2024-09-11
9989-YZRZD,Male,1,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.87,1618.03,No,2024-09-11
3888-GQQVG,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,127.51,3693.21,Yes,2024-09-11
6042-EJYZI,Male,1,No,No,20,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,102.63,2082.18,Yes,2024-09-11
3679-PYDWE,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.74,2440.69,Yes,2024-09-11
7014-VVRER,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,141.58,6974.23,Yes,2024-09-11
8155-WZQMJ,Male,1,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),137.59,5514.32,Yes,2024-09-11
5397-CUKJF,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.26,760.89,No,2024-09-11
6008-HSWCK,Male,0,Yes,No,34,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,125.95,4353.24,Yes,2024-09-11
3759-QQRSI,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),132.42,5980.45,Yes,2024-09-11
6266-JDRYU,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,65.2,2070.79,Yes,2024-09-11
4404-WEMMP,Male,0,Yes,Yes,38,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.07,3651.39,No,2024-09-11
1046-XBHTQ,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,145.42,3703.35,Yes,2024-09-11
9665-OJPLX,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,144.73,2518.84,Yes,2024-09-11
7167-GTEET,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,158.46,2562.25,No,2024-09-11
3659-MXNIH,Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,50.8,1706.07,No,2024-09-11
4059-KXJJP,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),123.37,875.04,Yes,2024-09-11
1231-UKQZU,Female,1,Yes,No,44,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.82,4541.64,Yes,2024-09-11
1475-UWWQM,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,65.37,2464.06,Yes,2024-09-11
5060-PRLTA,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,155.87,6865.92,Yes,2024-09-11
4135-YRXNW,Male,1,No,No,38,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,145.72,5646.74,Yes,2024-09-11
2218-DVQBK,Male,0,No,Yes,18,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,102.36,1800.14,No,2024-09-11
1611-DKRXT,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,170.12,1378.2,Yes,2024-09-11
8957-YSGRQ,Male,1,Yes,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,116.06,3777.48,Yes,2024-09-11
1542-VSLXJ,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.01,190.44,Yes,2024-09-11
6507-OCCPN,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,137.19,2676.18,Yes,2024-09-11
7099-TJJZH,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,178.54,704.1,Yes,2024-09-11
7511-HAOZT,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,112.89,3401.58,Yes,2024-09-12
4157-HJXOJ,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),178.77,6570.67,Yes,2024-09-12
1226-IUWJJ,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,50.13,393.04,No,2024-09-12
3806-HHRXF,Female,0,Yes,No,66,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),128.64,8728.02,No,2024-09-12
7724-DVIZB,Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),109.0,2840.62,No,2024-09-12
3274-OGJBH,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,150.54,3545.3,No,2024-09-12
9992-MIULZ,Male,0,No,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,150.17,8306.33,Yes,2024-09-12
5528-BSIBK,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),176.29,2357.17,Yes,2024-09-12
7632-HHHHV,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,133.21,7671.93,Yes,2024-09-12
4382-VHAOO,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.22,1500.66,No,2024-09-12
6284-GNTMJ,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),141.29,1387.48,Yes,2024-09-12
6554-KXHCM,Male,1,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,140.66,5065.14,Yes,2024-09-12
1281-RSQHN,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,154.68,4829.37,Yes,2024-09-12
6118-SWDGV,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,134.88,3480.24,Yes,2024-09-12
2229-TBUKL,Female,0,No,No,7,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,153.36,1090.14,No,2024-09-12
3327-XDBIG,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,127.31,5736.63,Yes,2024-09-12
2595-BCEID,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,154.45,8725.7,Yes,2024-09-12
4335-YTLSM,Female,0,No,No,40,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,123.19,4860.96,Yes,2024-09-12
3539-YPLBL,Male,0,No,No,26,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,125.74,3222.99,No,2024-09-12
8535-LEOYI,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),61.9,440.64,No,2024-09-12
9844-QRFEL,Male,0,Yes,No,30,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),97.11,2984.94,No,2024-09-12
6708-OSYMQ,Female,1,No,Yes,27,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,125.77,3445.58,No,2024-09-12
6762-NMBHI,Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),161.66,2955.27,No,2024-09-12
1805-TNDCI,Male,1,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,103.15,1217.36,Yes,2024-09-12
3099-OUNAB,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),128.81,3529.8,Yes,2024-09-12
1700-AQIYX,Male,1,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,142.33,6267.03,Yes,2024-09-12
6428-ZPCVM,Female,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),119.29,4297.89,Yes,2024-09-12
1615-KOGSL,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,139.95,4164.77,Yes,2024-09-12
1002-BOGVZ,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.55,1746.64,Yes,2024-09-12
9110-HWNSV,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),181.88,2402.0,Yes,2024-09-12
8823-RHCOI,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,50.27,1802.71,Yes,2024-09-12
8265-UTMSI,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),143.9,434.39,Yes,2024-09-12
7309-RIMVH,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,170.77,7370.17,Yes,2024-09-12
1756-NDFHH,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),73.99,4776.81,Yes,2024-09-12
7958-KFJVE,Male,0,No,Yes,11,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.46,1236.61,Yes,2024-09-12
9938-MNJIT,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),148.72,5637.84,Yes,2024-09-12
1876-BWKJZ,Female,0,No,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),183.4,9446.22,Yes,2024-09-12
8827-MCFZK,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),113.15,6181.47,Yes,2024-09-12
3171-TDOVE,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,134.61,5961.6,Yes,2024-09-12
3920-VWXOS,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,138.4,6379.25,No,2024-09-12
7460-PWWUG,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.9,893.68,No,2024-09-12
5722-ZOWPP,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),187.25,9551.9,Yes,2024-09-12
3560-WMIGO,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),145.04,2549.72,No,2024-09-12
6900-MPBHC,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,53.01,791.87,No,2024-09-13
5205-YUIJO,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),105.44,2055.64,No,2024-09-13
2532-RRLBG,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),124.97,6852.9,Yes,2024-09-13
8188-KSOGZ,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),164.21,2822.48,Yes,2024-09-13
6078-MJQHZ,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.93,4089.46,Yes,2024-09-13
8509-SROBI,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,136.43,1625.43,No,2024-09-13
